,Caption,Instagram,YouTube,Twitter,positive_words,negative_words,length,word_count,male_words,female_words,afinn
7133,I love you to infinity! Happy Valentine's Day!!! ,1,0,0,2,0,49,8,0,0,6.0
7134,I need a Miami trip soon ,1,0,0,0,0,25,6,0,0,0.0
7135,Good Morning! ,1,0,0,1,0,14,2,0,0,3.0
7136,Fendi Fan ,1,0,0,0,0,10,2,0,0,3.0
7137,I found this picture from 2007 of the first club I ever hosted! It was at & was a princess theme! ,1,0,0,0,0,98,21,0,1,0.0
7138,There's a 15% off weekend sale for subscribers of KKWBEAUTY.COM & btw I collect old vintage Vogue's ,1,0,0,0,0,100,17,0,0,0.0
7139,We're back! is on tonight on E!  Photo by BackGrid ,1,0,0,0,0,51,10,0,0,0.0
7140,lipstick coming soon ,1,0,0,0,0,21,3,0,0,0.0
7141,FBF to that time in NY when I didn't think my pants would photograph that see thru ,1,0,0,0,0,83,17,0,0,0.0
7142, lol ,1,0,0,0,0,5,1,0,0,3.0
7143,COMING SOON  ,1,0,0,0,0,13,2,0,0,0.0
7144,New beauty cover shoot talking all about  Check my IG stories & Twitter for the rest of the pics & cover! ,1,0,0,1,0,106,21,0,0,2.0
7145,Spending everything on Alexander Wang... ,1,0,0,0,0,41,5,0,0,0.0
7146,Tokyo  ,1,0,0,0,0,7,1,0,0,0.0
7147, ,1,0,0,0,0,1,0,0,0,0.0
7148,2007 pic taken on my blackberry by ,1,0,0,0,0,35,7,0,0,0.0
7149,So grateful to everyone who got my new candy hearts perfumes! I can't believe they are all sold out!!!! I hope you like these sweet scents! My crystal gardenia is still available on kkwfragrance.com ,1,0,0,4,0,199,34,0,0,9.0
7150,Saturday Vibes ,1,0,0,0,0,15,2,0,0,0.0
7151,Tag your BFF or treat yourself because today's the day!!! We are launching our sweet limited edition perfumes today at 12pm PST exclusively on KKWFRAGRANCE.COM ,1,0,0,1,1,160,25,0,0,1.0
7152,when you find out they don't carry anything gluten free  ,1,0,0,1,0,57,10,0,0,1.0
7153,"KIMOJI HEARTS RIDE OR DIE- KKWFRAGRANCE.COM Opening: Mandarin de Vert, Luscious blackberry, Juicy purple plum Heart: Gardenia blossom, Night blooming Jasmine, Raspberry Nectar Finish: Vanilla Creme, Caramel swirls, Tonka bean ==> Temptingly sweet, delightfully complex...Kimoji Hearts Ride or Die offers a delectable opening featuring luscious black berry and juicy purple plum ... the heart is fierce with notes of night blooming jasmine and raspberry nectar - caramel swirls paired with tonka bean adds depth and elegance to the signature finish ",1,0,0,4,2,548,80,0,0,2.0
7154,YEEZYSUPPLY.COM ,1,0,0,0,0,16,1,0,0,0.0
7155, KKWFRAGRANCE.COM ,1,0,0,0,0,18,1,0,0,0.0
7156,"Thursday Feb 1st Bae, Ride Or Die & BFF launching exclusively on KKWFRAGRANCE.COM ",1,0,0,0,1,82,13,0,0,-3.0
7157,"Hi, can I get zero fucks please, thanks ",1,0,0,0,0,40,8,0,0,3.0
7158,BO WEST ,1,0,0,0,0,8,2,0,0,0.0
7159,"KIMOJI HEARTS BFF- KKWFRAGRANCE.COM Opening: Wild berries, Pink Currant, Star apple Heart: Pink rose petals, Jasmine Sambac, Pear blossom Finish: Cedarwood, Marshmallow Vanilla accord, Musk ==> An absolutely delicious fragrance offering playful notes of wild berries and crisp star apple - a bouquet of pink rose petals and pear blossom highlight the heart while fluffy notes of vanilla marshmallow and cedar wood contours the finish ",1,0,0,5,2,434,65,0,0,9.0
7160,bathroom selfie on set ,1,0,0,0,0,23,4,0,0,0.0
7161,Tape Trick ,1,0,0,0,1,11,2,0,0,0.0
7162,Little ballerinas! I can't believe they were this small! Time flies ,1,0,0,0,0,68,11,0,0,0.0
7163, my Kimoji candy heart nails for the shoot by ,1,0,0,0,0,46,9,0,0,-1.0
7164,"KIMOJI HEARTS BAE Opening: Bergamot, Juicy mandarin Orpur, Kiwi flower Heart: Jasmine Sambac, Gardenia blossom, Coconut Water Finish: Whipped vanilla, White sandalwood, Musk ==> A truly decadent scent offering a sparkling opening of juicy mandarin and mouth-watery kiwi leads you to a flirty floral heart comprised of jasmine Sambac and gardenia blossom...supported by ribbons of whipped, vanilla and velvet sandalwood ",1,0,0,2,2,419,60,0,0,5.0
7165,Muse ,1,0,0,0,0,5,1,0,0,0.0
7166,Nothing better than working with my family! Honored to be shot alongside my sisters for the new CALVIN KLEIN UNDERWEAR & CALVIN KLEIN JEANS global campaign. Thank you - Our Family.  ,1,0,0,3,0,182,31,0,0,6.0
7167, ,1,0,0,0,0,1,0,0,0,0.0
7168,Dadye is my fave ,1,0,0,1,0,17,4,0,0,0.0
7169,"Love my lashes here. Wearing in style ""Goddess"", available at LillyLashes.com Also wearing powder contour & highlight! ",1,0,0,2,0,119,17,0,0,5.0
7170,Night Cap ,1,0,0,0,0,10,2,0,0,0.0
7171,good night ,1,0,0,1,0,11,2,0,0,3.0
7172,My app has a whole new look! I'm obsessed. Check out my glam break down on my kkw app! ,1,0,0,0,1,87,19,0,0,2.0
7173,Not really sure what we were doing but we took this pic in the photo booth at Neverland Valley Ranch in 1994. ,1,0,0,0,0,110,22,0,0,0.0
7174,Morning  ,1,0,0,0,0,9,1,0,0,0.0
7175,It's Friday! ,1,0,0,0,0,13,2,0,0,0.0
7176,Crystal Gardenia available now kkwfragrance.com ,1,0,0,1,0,48,5,0,0,0.0
7177,This smile  ,1,0,0,1,0,12,2,0,0,2.0
7178,Hey guys! and I need your help to make next weekend's film festival They're throwing an exclusive event in Park City and I'm so bummed I can't make it but LuMee wants to send one of you guys in my place! Head to page for more details. ,1,0,0,0,0,235,47,1,0,4.0
7179,North is the hide & seek champ!  ,1,0,0,0,0,33,7,0,0,-1.0
7180,I'm craving Mc Donald's ,1,0,0,0,0,24,4,0,0,0.0
7181, ,1,0,0,0,0,1,0,0,0,0.0
7182,Wearing Powder Contour in medium. Ultralight Beams yellow gold shadow and the bronze lipgloss KKWBEAUTY.COM ,1,0,0,1,0,108,15,0,0,2.0
7183,Blush flowers are my thing ,1,0,0,0,0,27,5,0,0,0.0
7184,"Yep, then I made myself a smoothie ",1,0,0,0,0,35,7,0,0,0.0
7185,"My dad & cousin Andrea, Cici's sister (Saint has my dads ears) ",1,0,0,0,0,63,12,4,2,0.0
7186,Crystal Gardenia kkwfragrance.com ,1,0,0,0,0,34,3,0,0,0.0
7187,"My precious baby boy is so strong! After spending three nights in the hospital & seeing my baby get multiple IV's and hooked up to oxygen machines, our end of year was challenging. Pneumonia is so scary. I just want to thank every nurse & doctor out there who works so hard around the clock. We are so grateful for you all! He's home and all better. He's so resilient I'm sure he will still say the ambulance ride was cool! My strong Saint  ",1,0,0,7,1,441,84,4,0,10.0
7188,Dark hair for the new year? ,1,0,0,0,1,28,6,0,0,0.0
7189,"One of my ""highlights"" (pun intended) of 2017 was starting So proud of its success & all of the hard work our team puts in! Cheers to an even better year in 2018 ",1,0,0,4,1,162,33,0,0,7.0
7190,Happy Holidays ,1,0,0,1,0,15,2,0,0,3.0
7191,My gorgeous grandma MJ ,1,0,0,1,0,23,4,0,3,0.0
7192,Ultra Light Beams loose pigment highlighters available on kkwbeauty.com ,1,0,0,1,1,72,9,0,0,-3.0
7193,Once upon a time... ,1,0,0,0,0,20,4,0,0,0.0
7194, ,1,0,0,0,0,1,0,0,0,0.0
7195,Utah a few weeks ago... ,1,0,0,0,0,24,5,0,0,0.0
7196,Kkwbeauty.com ,1,0,0,0,0,14,1,0,0,0.0
7197,My little lady ,1,0,0,0,0,15,3,0,4,0.0
7198,All Yeezy Season 6 ,1,0,0,0,0,19,4,0,0,0.0
7199,"Holiday Collection dropping this Weds Dec 6th. Hint * Leopard, sequins, velour & Yeezys! & Now we ship IMMEDIATELY thekidssupply.com ",1,0,0,0,0,133,20,0,0,0.0
7200,"So happy you guys are loving Ultralight Beams! The 10-piece set is sold out but the Duos are still available in 5 shades: Iridescent, Rose Gold, Yellow Gold, Bronze and Copper. KKWBEAUTY.COM ",1,0,0,3,0,191,32,1,0,10.0
7201,Ultralight Beams are available now on kkwbeauty.com ,1,0,0,1,0,52,7,0,0,0.0
7202,Yeezy Season 6 ,1,0,0,0,0,15,3,0,0,0.0
7203,Today is launch day! So excited for my new Ultralight Beams highlighters & glosses dropping on kkwbeauty.com at 12pm pst! ,1,0,0,1,0,122,20,0,0,3.0
7204,SEASON 6 ,1,0,0,0,0,9,2,0,0,0.0
7205,Ultralight Beams pigment shimmers & glosses launching tomorrow 12pm PST on kkwbeauty.com ,1,0,0,0,0,89,12,0,0,0.0
7206,Ultralight Beams powders & gloss duo for $32 or the whole collection for $160 is launching at 12pm PST this Friday Dec 1st exclusively at kkwbeauty.com ,1,0,0,0,0,152,26,0,0,0.0
7207,YEEZY ,1,0,0,0,0,6,1,0,0,0.0
7208,"2 days until Ultralight Beams shimmers, highlighters & glosses launch on kkwbeauty.com ",1,0,0,0,0,87,12,0,0,0.0
7209,Ultralight Beams launching Dec 1st  ,1,0,0,0,0,36,5,0,0,0.0
7210,Ultralight Beams highlighters & glosses launching Dec 1st on KKWBEAUTY.COM  ,1,0,0,0,0,76,10,0,0,0.0
7211,My little cherry blossom baby ,1,0,0,1,0,30,5,0,0,0.0
7212,Found this pic from my rehearsal dinner at Versailles with Valentino & Franca  ,1,0,0,0,0,79,13,0,0,0.0
7213,Cherry Blossom heaven  ,1,0,0,2,0,23,3,0,0,2.0
7214,Night out in New Orleans ,1,0,0,0,0,25,5,0,0,0.0
7215,The ice cubes at my baby shower! ,1,0,0,0,0,33,7,0,0,0.0
7216,So thankful! ,1,0,0,0,0,13,2,0,0,2.0
7217,shoot ,1,0,0,0,0,6,1,0,0,-1.0
7218,You can go into the store in Los Angeles to get Crystal Gardenia ,1,0,0,0,0,65,13,0,0,0.0
7219,Happy Sunday! Keeping Up With the Kardashians is on tonight! ,1,0,0,1,0,61,10,0,0,3.0
7220,KKW Fragrance x Violet Grey dinner wearing Dolce & Gabbana ,1,0,0,0,0,59,10,0,0,-1.0
7221,Got to hang with these beauties at my fragrance launch! ,1,0,0,0,1,56,10,0,0,3.0
7222,Simply the best! No one like you! It was an honor to know you. You will be missed so greatly! Rest In Peace Mr. Alaia ,1,0,0,3,1,118,25,0,0,6.0
7223,KKWFRAGRANCE.COM  ,1,0,0,0,0,18,1,0,0,0.0
7224,"So I've had the most amazing response to my fragrance and it's selling out fast! I'm working with my factory to make sure that we can get more for you guys in time for the holidays! I am so so grateful to everyone who bought theirs and I'm seeing all your tweets saying you've received them already and are loving them!! Thank you guys!!! We still have limited quantities left, and I'll keep you guys posted on the restock ",1,0,0,4,1,423,79,2,0,10.0
7225,Pom Pom ,1,0,0,0,0,8,2,0,0,0.0
7226,Love this glam using by & for LACMA ,1,0,0,1,0,36,8,0,0,3.0
7227,"Today's the day!!! Go to kkwfragrance.com at 10am PST to get all 3 fragrances. Crystal Gardenia, Crystal Gardenia Citrus & Crystal Gardenia OUD ",1,0,0,0,0,144,23,0,0,0.0
7228,A few years ago ,1,0,0,0,0,16,4,0,0,0.0
7229,Tomorrow my new perfume launches on kkwfragrance.com ,1,0,0,0,0,53,7,0,0,0.0
7230,KKWFRAGRANCE.COM Launches November 15th ,1,0,0,0,0,40,4,0,0,0.0
7231,LACMA event wearing Gucci By Tom Ford ,1,0,0,0,0,38,7,0,0,0.0
7232,One more for my fave  ,1,0,0,1,0,22,5,0,0,0.0
7233,Happy Sunday ,1,0,0,1,0,13,2,0,0,3.0
7234,BFF'S ,1,0,0,0,0,6,1,0,0,0.0
7235,Wait it's tied with Selena. This was my fave too! ,1,0,0,1,0,50,10,0,0,0.0
7236,My fave Halloween costume this year was Sonny & Cher ,1,0,0,1,0,53,10,0,0,0.0
7237, ,1,0,0,0,0,1,0,0,0,0.0
7238,Date night ,1,0,0,0,0,11,2,0,0,0.0
7239,Took this pic of the tiled ceiling in this hotel I stayed at in San Francisco. Same room JFK stayed in and rumor has it Marilyn Monroe snuck in from the roof top ,1,0,0,1,1,162,33,0,0,2.0
7240,Mud Rat 500's ,1,0,0,0,0,14,3,0,0,0.0
7241,"So excited to share something I've been working on for over a year, Screenshot any look on Instagram, Snapchat, anywhere and find the exact designer looks you see people wearing online, plus it suggests similar items at all price points! It basically turns your screenshots into a shoppable boutique! Watch my videos for a demonstration. ",1,0,0,1,0,338,55,0,0,3.0
7242,YEEZY look head to toe & jewelry ,1,0,0,0,0,33,7,0,0,0.0
7243,Happy Birthday to my best friend Couldn't have asked for a better mom! Literally don't know how you do it and manage us all and be the best grandma and have the best outlook on life! I'm so grateful for you!!! Love you so much! ,1,0,0,7,0,228,45,0,3,21.0
7244,Current Obsessions  kkwbeauty.com ,1,0,0,1,0,34,3,0,0,0.0
7245,My cutie! ,1,0,0,0,0,10,2,0,0,0.0
7246,"Crystal Gardenia, Crystal Gardenia Citrus and Crystal Gardenia Oud available worldwide 11/15 kkwfragrance.com  ",1,0,0,1,0,111,13,0,0,0.0
7247,"Crystal Gardenia, Crystal Gardenia Citrus and Crystal Gardenia Oud available worldwide 11/15 kkwfragrance.com ",1,0,0,1,0,110,13,0,0,0.0
7248,Happy Birthday My sweet sister I love you so much!!! ,1,0,0,3,0,53,10,0,2,8.0
7249,Cher ,1,0,0,0,0,5,1,0,0,0.0
7250,Michael Jackson & Madonna Academy Awards 1991 ,1,0,0,1,0,46,7,0,0,3.0
7251,Went to see Dave Chappelle this night and laughed all night long. Sometimes u just need a good laugh session with your friends! ,1,0,0,1,0,128,23,0,0,5.0
7252,Love this glam! used the dark & light Powder Contour & Highlight kits for my eyeshadow! Kkwbeauty.com ,1,0,0,1,1,102,17,0,0,5.0
7253,And just because it's Monday & I need to start my week with some rhythm! ,1,0,0,0,0,73,15,0,0,0.0
7254,Alexander Wang Gang ,1,0,0,0,0,20,3,0,0,0.0
7255,KKW FRAGRANCE campaign by Mert & Marcus launching November 15 kkwfragrance.com ,1,0,0,0,0,79,11,0,0,0.0
7256,KKW Beauty & Fragrance ,1,0,0,1,0,23,4,0,0,3.0
7257,Caption this.... ,1,0,0,0,0,17,2,0,0,0.0
7258,Take San Fran...? ,1,0,0,0,0,18,3,0,0,0.0
7259,KUWTK is on tonight! Tune into E! & see how & bond...or not! LOL Kourtney & I look so close in this pic but I was aways her annoying younger sister who copied everything she did! ,1,0,0,0,1,179,36,0,4,1.0
7260,"Thank you everyone for all of the love & light this year on my birthday! I love seeing all of your messages, they make me so happy. I love you! ",1,0,0,4,0,144,30,0,0,14.0
7261,Flashback to my first fragrance launch ,1,0,0,0,0,39,6,0,0,0.0
7262,Yeezy Mud Rat 500's ,1,0,0,0,0,20,4,0,0,0.0
7263,Yeezy Wave Runner 700  ,1,0,0,0,0,23,4,0,0,0.0
7264,Late night gummy bear run... ,1,0,0,0,0,29,5,0,0,0.0
7265,Fit for a king ,1,0,0,0,0,15,4,2,0,1.0
7266,Mommy & Son day today ,1,0,0,0,0,22,5,2,2,0.0
7267,Playboy 2007 ,1,0,0,0,0,13,2,0,0,0.0
7268," my family. uncle Tommy, aunt Joan, Margaret, Dad, Papa ",1,0,0,0,0,56,9,3,1,0.0
7269,Daily Routine Kkwbeauty.com ,1,0,0,0,0,28,3,0,0,0.0
7270,Thank you for this beautiful cover  ,1,0,0,2,0,36,6,0,0,5.0
7271,I'm just over it today ,1,0,0,0,0,23,5,0,0,0.0
7272,Blonde Ambition ,1,0,0,0,0,16,2,0,0,0.0
7273,Mood ,1,0,0,0,0,5,1,0,0,0.0
7274,I'd go blonde for that D... ,1,0,0,0,0,28,6,0,0,0.0
7275,Faux Fur Slides. Available now at TheKidsSupply.com ,1,0,0,1,0,52,7,0,0,0.0
7276,Crystal Gardenia ,1,0,0,0,0,17,2,0,0,0.0
7277,Ryan in our Point Dume dress & AKid slides & North in our Malibu slip dress TheKidsSupply.com ,1,0,0,0,0,94,17,0,0,-1.0
7278,Mommy & Me ,1,0,0,0,0,11,3,0,2,0.0
7279,Thank you T Magazine Singapore  Editor in Chief Creative Director Stylist Hair Makeup Nails by Kayley Phan Production ,1,0,0,2,0,118,18,0,0,4.0
7280,Wake up & smell the roses... ,1,0,0,0,1,29,6,0,0,0.0
7281,That highlighter though.... Medium Kit on kkwbeauty.com ,1,0,0,0,0,56,7,0,0,0.0
7282,Legendary!!!! ,1,0,0,0,0,14,1,0,0,0.0
7283,My dad was a boss! Double Roll's w his Doberman ,1,0,0,0,0,48,10,2,0,0.0
7284,Powder Contour & Highlight Kits are restocked on kkwbeauty.com now! ,1,0,0,0,0,68,10,0,0,2.0
7285,Blondie ,1,0,0,0,0,8,1,0,0,0.0
7286,My Aunt Shelli called and yelled at me when she saw this pic. So I blurred it for you! ,1,0,0,0,1,87,19,0,3,0.0
7287,us ,1,0,0,0,0,3,1,0,0,0.0
7288,Allure Glam by & ,1,0,0,0,0,17,4,0,0,0.0
7289,"A sneak peek into my cover this month. Up close & personal for the ""Best of Beauty"" issue.  Daniel Jackson ",1,0,0,0,1,107,20,0,0,6.0
7290,I love the Malibu drawings from our 10 year old artist Harlow on these silk tap shorts! Drop 3 of is live now on TheKidsSupply.com ,1,0,0,1,0,131,25,0,0,2.0
7291,My grandma MJ & my mom ,1,0,0,0,0,23,6,0,5,0.0
7292,"I really don't know what I would do without my Do you have yours yet? I know I'm still on the iPhone 6, but I just ordered the 8 & thank god we have cases to fit! Lumee.com ",1,0,0,1,0,173,38,0,0,4.0
7293,Happy Birthday I LOVE YOU! ,1,0,0,2,0,27,5,0,0,6.0
7294,Icee ,1,0,0,0,0,5,1,0,0,0.0
7295,Gasping at how tall I feel  ,1,0,0,0,0,28,6,0,0,0.0
7296,Versace at the Harper's Bazaar Icons Party ,1,0,0,0,0,43,7,0,0,0.0
7297,Tom Ford ,1,0,0,0,0,9,2,0,0,0.0
7298,Vivienne Westwood ,1,0,0,0,0,18,2,0,0,0.0
7299,I meannnnn...how cute! ,1,0,0,0,0,23,3,0,0,2.0
7300,I'm just not missing my dark hair yet ,1,0,0,0,1,38,8,0,0,-2.0
7301,I pray everyone is safe in this world ,1,0,0,1,0,38,8,0,0,2.0
7302,KKWBEAUTY.COM is now LIVE! ,1,0,0,0,0,27,4,0,0,0.0
7303,"is restocking today at 12PM PST! Get your Powder Contour & Highlight Lit, Creme Contour & Highlight Kit, or KKW lipsticks at KKWBEAUTY.COM ",1,0,0,0,0,139,23,0,0,4.0
7304,So honored to have been photographed by Mert and Marcus for their book new book! 20 years in the making! It's out Sept 7th ,1,0,0,1,0,123,24,0,0,2.0
7305,I remember this shoot. Perfume campaign. 2012-maybe 2013 or 14 ish? ,1,0,0,0,0,68,11,0,0,-1.0
7306,The 3 of us... ,1,0,0,0,0,15,4,0,0,0.0
7307,Pretty hot glam squad ,1,0,0,2,0,22,4,0,0,1.0
7308,September Cover channeling my style icon Cher Photographer: Editor-in-chief: Stylist: Make-up: Hair: Manicurist: ,1,0,0,0,0,113,13,0,0,0.0
7309,"I loved reading the interview inside by THANK YOU Janet! North's interview is so cute too! Thank you Penelope, Kaia Gerber, Millie Bobbi Brown & the Federline boys for asking North her questions ",1,0,0,4,0,195,33,1,0,9.0
7310,Here's a bts pic from our shoot. Just wanted to thank for pushing me to do a shoot that was very different & powerful & allowed me to pay homage to the iconic Jackie Kennedy who I admire & respect! ,1,0,0,4,0,198,40,0,0,6.0
7311,"Interview Magazine September cover!!! This photo shoot I will cherish forever as such an amazing memory with my daughter, working with the most incredible team Photographer: Stylist: Hair: Makeup: Manicurist: ",1,0,0,3,0,209,30,0,0,5.0
7312,September Issue shot by features a 90's story! I was on set seeing so many transformations. Can't wait to see how everyone's turned out. We channeled  beauty for one of the shots. Check my twitter for all of the official pics ,1,0,0,1,1,226,41,0,0,3.0
7313,I'm so bad with captions ,1,0,0,0,1,25,5,0,0,-3.0
7314,Thank you guys for the amazing KKW BEAUTY launch of our powder Contours & Highlighters! I can't wait for you guys to get them!!! ,1,0,0,3,0,129,24,2,0,9.0
7315,KKW BEAUTY Powder Contour & Highlighter Kits with dual-ended brush available NOW on KKWBEAUTY.COM ,1,0,0,2,0,98,14,0,0,3.0
7316,Total eclipse of the heart ,1,0,0,0,0,27,5,0,0,0.0
7317,Matte bronzer is my fave! Get ready for the launch tomorrow! ,1,0,0,1,1,61,11,0,0,0.0
7318,Chill ,1,0,0,0,1,6,1,0,0,0.0
7319,In Mario's Masterclass today we used powder Contour's & Highlighters on top of the cream Contour for a stronger look! Can't wait for you guys to try them! ,1,0,0,2,0,155,28,1,0,4.0
7320,Thank you to everyone who came out to the Masterclass today with ,1,0,0,1,0,65,12,0,0,2.0
7321,Ceiling view at my rehearsal dinner ,1,0,0,0,0,36,6,0,0,0.0
7322,Thank you for the amazing cover story on the family. Reflecting on the past 10 years has been so motivating to see my whole family work so hard and be so open with our lives! To my family- you guys inspire me everyday! What an amazing fun decade we've had! The best memories ever! Family over everything!!! ,1,0,0,7,1,307,57,1,0,20.0
7323,"Powder Contour & Highlight Kits dropping next week! If I could only have one thing in my makeup bag, it would be my powder kit! There are two matte contour shades and two shimmer highlight shades in each palette and a new dual-ended brush with an angled side for contour and a round side for highlight. Plus each palette comes with a built in mirror. I'll use the lighter shade as a bronzer to warm up my face and the darker shade to contour and define. And the highlighters give the prettiest glow! I usually use the medium kit when I'm tan, and the light when I'm pale. Launching 08.22 on KKWBEAUTY.COM ",1,0,0,2,3,605,112,0,0,7.0
7324,KKW BEAUTY Powder Contour & Highlight Kits with the new brush available Aug 22nd for $52 ,1,0,0,2,0,89,16,0,0,5.0
7325,Powder Contour & Highlight ,1,0,0,0,0,27,4,0,0,2.0
7326,Casual in Cabo ,1,0,0,0,0,15,3,0,0,0.0
7327,KKW Beauty Powder Contour & Highlight shoot shot by ,1,0,0,1,0,52,9,0,0,4.0
7328,So excited for you guys to see my tutorial with that goes up on her YouTube channel today at noon! We used her new AMAZING eyeshadow palette with & my new powder Contour & Highlight Kit! Go check it out! ,1,0,0,2,0,204,40,1,0,9.0
7329,Even her cry face is pretty! I'm gonna take notes! ,1,0,0,0,1,51,10,0,0,0.0
7330,I am so proud of this Bronzing Contour and Highlight pallette! I know you guys will love the formulas! They launch ,1,0,0,2,0,115,21,1,0,7.0
7331,Powder Contour and Highlight Kits launching this month on kkwbeauty.com ,1,0,0,0,0,72,10,0,0,2.0
7332,powder contour and highlight kits are launching this month. Stay tuned for the reveal. ,1,0,0,0,0,87,14,0,0,2.0
7333,My new powder contour and highlight kits are coming soon! I'll be doing a full reveal of the palette shades next week. I'm so proud of these new powder kits and I can't wait to share them with you guys. ,1,0,0,1,0,203,40,0,0,5.0
7334,Mercy ,1,0,0,1,0,6,1,0,0,2.0
7335,Happy Birthday baby sis! You are always so determined & so set on what you want in life & starting at such a young age you always went for it. That's so inspiring to watch. I love you Ky ,1,0,0,3,0,187,39,0,0,12.0
7336,I worked out today. Been like two weeks. ,1,0,0,2,0,41,8,0,0,2.0
7337,When is National Ice Cream Day? (This pic was taken by Shelli Azoff when I was 15. First trip to Europe on tour with the Eagles) Allison & I made a journal of this trip. I'm gonna look for it & post it on my app! ,1,0,0,0,0,213,46,0,0,0.0
7338, ,1,0,0,0,0,1,0,0,0,0.0
7339,This is my screensaver ,1,0,0,0,0,23,4,0,0,0.0
7340,So proud of my little sis She has her own show!!!! Tune in tonight on E! ,1,0,0,1,0,73,16,0,3,2.0
7341,Just because... ,1,0,0,0,0,16,2,0,0,0.0
7342,When you're trying to take a  with  but you're photo bombed by your hubby ,1,0,0,0,0,74,14,0,0,0.0
7343,I need more consistency on my insta feed. Should I go back to all one filter? Please help. I really need to step my insta page up ,1,0,0,0,0,130,27,0,0,3.0
7344,My forever mood ,1,0,0,0,0,16,3,0,0,0.0
7345,I know I'm a day late on posting this but we spoke so you know I love you! I hope you had the best birthday yesterday! So many amazing memories & so many more to come! I love you so much and am forever grateful for you! ,1,0,0,5,0,220,47,0,0,18.0
7346,One more for National Lipstick day! Wearing Kiki velvet liquid lip on kkwbeauty.com ,1,0,0,0,0,84,13,0,0,0.0
7347,The wind you guys....is this necessary ,1,0,0,0,0,39,6,0,0,0.0
7348,Happy Birthday MJ! I'm so lucky to have you in my life! I know I tell you all the time but I really am. This pic is ages ago but I remember it like yesterday being in my parents kitchen with that wall paper (Cici just sent a pic on Vogue with the same wall paper!!! Our group texts were so funny about this wall paper) So many memories you helped create! I love you so much! ,1,0,0,5,1,375,77,0,0,15.0
7349,Harlow designing ,1,0,0,0,0,17,2,0,0,0.0
7350,Personalized kids Yeezys getting ready to ship out! More stuff on TheKidsSupply.com ,1,0,0,2,0,84,12,0,0,0.0
7351,BFF's How cute is Ryan wearing slip dress and choker & slides ,1,0,0,1,0,62,12,0,0,1.0
7352,Look at these cuties! ,1,0,0,0,0,22,4,0,0,0.0
7353, ,1,0,0,0,0,1,0,0,0,0.0
7354,Balmain Nights in LA ,1,0,0,0,0,21,4,0,0,0.0
7355,NYC vibes. Shop the look on my app! ,1,0,0,0,0,36,8,0,0,0.0
7356,"Happy Birthday I will never forget this trip we took to Paris! You make life so much fun, you remember every detail & memory! I've never met anyone like you! Your battle with cancer is ""not ok"" (as you say) but I've never seen anyone fight the way you do and still have such a positive outlook on life! You are my inspiration & I look up to you more than you know. I love you ",1,0,0,5,1,376,76,0,0,12.0
7357,The Lion King ,1,0,0,0,0,14,3,2,0,0.0
7358,Malibu ,1,0,0,0,0,7,1,0,0,0.0
7359,Happy Birthday my sweet P! Thank you for being the best friend to my North! I love you! ,1,0,0,5,0,88,18,0,0,14.0
7360,"My Creme Contour and Highlight Kits sold out but luckily my friends over at snagged a few and are willing to share  Check out their page to see how you can win one. They're also giving my followers a discount at LuMee.com this weekend. Use code ""BEAUTY"" for 20% off the LuMee Destination Collection which includes my blush case! ",1,0,0,2,1,329,59,0,0,13.0
7361, ,1,0,0,0,0,1,0,0,0,0.0
7362,August 19th with in NYC. Will I be seeing you guys there? TheMasterClass.com ,1,0,0,0,0,77,13,1,0,0.0
7363,Happy Birthday to my little sissy I don't know what life would be like without you! You deserve all the happiness on this Earth! Thanks for making life so much fun! I love you!!! ,1,0,0,4,0,179,34,0,0,17.0
7364,Sisters waiting to surprise Khloe... ,1,0,0,0,0,37,5,0,0,0.0
7365,Sushi  ,1,0,0,0,0,7,1,0,0,0.0
7366,Japan  ,1,0,0,0,0,7,1,0,0,0.0
7367,Say cheese ,1,0,0,0,0,11,2,0,0,0.0
7368,Thank you again for the fun night!!! ,1,0,0,2,0,37,7,0,0,6.0
7369,thank you for djing the event! Scroll for more pix too! ,1,0,0,1,0,56,11,0,0,2.0
7370,I'm so grateful to everyone who helped me celebrate my launch. I got to meet so many new people and loved hearing everyone's in person reviews of my creme contour kits. Restock news coming soon! ,1,0,0,4,0,195,35,0,0,9.0
7371,Thank you to everyone who came out to my launch event! Loved seeing my OG's & meeting so many new people! ,1,0,0,2,0,106,21,0,0,5.0
7372,You are always my make up mentor! Love you ,1,0,0,1,0,43,9,0,0,3.0
7373,KKWBEAUTY.COM is now live!!!! ,1,0,0,0,0,30,4,0,0,0.0
7374,Today's the day!!! launches at 9am! go to kkwbeauty.com for the creme contour and highlight kits! ,1,0,0,0,0,98,16,0,0,2.0
7375,So excited for tonight's KKW BEAUTY launch event! ,1,0,0,2,0,50,8,0,0,6.0
7376,One day to go!!!! ,1,0,0,0,0,18,4,0,0,0.0
7377,I'm so in love with these shades! I use the medium and dark kits depending on whether I'm going for a natural daytime look or I want a more dramatic contour for the evening. ,1,0,0,1,1,174,34,0,0,5.0
7378,"God I am so lucky you were my dad. I remember right before you passed away I thanked you for everything u taught me & I told u I would raise my kids with everything I learned from you, whenever that time would come. Well I kept my promise dad! Thank you for being the best! ",1,0,0,5,0,274,56,0,0,10.0
7379,Happy Fathers Day  ,1,0,0,1,0,19,3,0,0,3.0
