Caption,Instagram,YouTube,Twitter
Happy 4th of July!!!  ,1,0,0
Happy 4th of July! ,1,0,0
We compromised ,1,0,0
The struggle is real! We cannot go out of the house like this!!! LOL ,1,0,0
MET ,1,0,0
Airplane bathroom selfie  ,1,0,0
I loved speaking at the Commonwealth Club Innovation Lab in San Francisco the other day with Judge LaDoris Cordell ,1,0,0
 ,1,0,0
Cover of Rolling Stone!!!!     ,1,0,0
San Fran Glam ,1,0,0
"Loved my glam a few days ago in London! Make Up Hair Balenciaga cost, Kardashian Kollection dress, Manolo heels ",1,0,0
4 months  ,1,0,0
"London vibes! I love my UK glam team I'm wearing a vintage tshirt, Chloe skirt, Manolo heels & some of Kanye's belts ",1,0,0
Just received this pic from my brothers BFF from their 10 year high school reunion. It's a letter Rob wrote to himself back in high school. I wonder what it says. Rob can't remember either lol We're dying to read it together. I remember writing a letter like this before I graduated & projected where I would be in 10 yrs! I never went to see what it says! LOL 20yr? ,1,0,0
Glastonbury with these beauties ,1,0,0
After party vibes ,1,0,0
Sneaky pic from on stage! ,1,0,0
GOAT ,1,0,0
Glastonbury  ,1,0,0
Glastonbury 2015 ! Craziest show ever!!!!! ,1,0,0
Perfect shoes for Glastonbury! LOL (have my wellies in the car don't worry) ,1,0,0
Ready....  ,1,0,0
Glastonbury here we come... ,1,0,0
My loko Koko!!! Happy Birthday to the best sister in the world! I love you so much!!!! Words can't even describe how beautiful your soul is! ,1,0,0
Girl time in Cannes last night ,1,0,0
Balmain vibes in Cannes ,1,0,0
Bae ,1,0,0
Cannes Clique ,1,0,0
So happy I ran back inside to grab these! Lifesaver on these long flights! Most comfy shoes in the world! Yeezy Boosts 350 ,1,0,0
Precious moments like this when we were traveling on tour with you are what I live for. You're such a good daddy to North & you will be the best daddy to our new son too!  ,1,0,0
"I'm so lucky to be married to a man who is so in love with his daughter, your bond is so irreplaceable! Thank you for being such a good dad! We love and appreciate you so much! We're so blessed to have you! ",1,0,0
My 1st day of school my daddy was there in his Fila track suit ,1,0,0
Happy Fathers Day to the best dad in the world! It's been over a decade since you've been gone but the memories run so deep they will last forever! Happy Father's Day to all of the amazing dads out there! ,1,0,0
We went for an all natural look  ,1,0,0
Shot a new make up tutorial for my website with ~coming this summer~ ,1,0,0
Can't believe it's been a year since we launched the Thanks for playing dolls - you're the best! ,1,0,0
 ,1,0,0
My baby was ready to go home.... ,1,0,0
Happy Cake Northie! 2 ,1,0,0
 do you wanna build a snowman?  ,1,0,0
Kiki & Kenny Take Disneyland ,1,0,0
30 years later & now celebrating our kids parties!  ,1,0,0
Happy birthday to my sweetest Minnie Mouse! Thank you Disneyland for the most amazing day! I will post more pics later today was a busy day! ,1,0,0
 ,1,0,0
Sleeping beauty ,1,0,0
Baptizing North in Jerusalem in an Armenian church with our new baby in my belly was so special ,1,0,0
I don't remember posting these pics of us in Jerusalem. This was where Mary took Jesus to wash him off after he died on the cross ,1,0,0
"Thank you to all of my cousins, aunts & uncle who came out to the Armenian Bar Association event last night! Kourtni, Kourtney, Kara & I! ",1,0,0
Thank you to The Armenian Bar Association for honoring my father last night! ,1,0,0
My last Dominican Republic post ,1,0,0
another Dominican moment! ,1,0,0
Dominican Republic 2012 ,1,0,0
"""No daddy's it's me necklace"" ",1,0,0
 &  ,1,0,0
Surprise! ,1,0,0
Thank you Staples Center for the most amazing birthday party for Kanye! ,1,0,0
WEST VS EAST ,1,0,0
"""Happy Cake Daddy""- North ",1,0,0
Happy Birthday to my best friend in the entire world! You are the most amazing husband & dad! You inspire me every single day! You make all of your dreams reality & it's fascinating to be by your side & watching it all happen! You have a heart of gold! Have the best birthday ever! ,1,0,0
One of my favorite Givenchy looks! ,1,0,0
Love this Balmain look in Kim Kardashian Hollywood Game! ,1,0,0
I love my blonde character in Kim Kardashian Hollywood! I'm playing now who's playing with me? ,1,0,0
Thank you Nashville for all of the love! And for bringing me out here! ,1,0,0
Shout out to Pharrell & Helen who saved my life last night! LOL After the awards at dinner the feathers of my dress caught on fire from a candle & they jumped on me to get it out! ,1,0,0
So proud of you for winning the Media Award last night at the It was an honor to present it to you! ,1,0,0
Date night! ,1,0,0
I seriously can't thank you enough for this amazing dress!!!! Designed by Jack & Lazaro Styled by Jenke Ahmed TAILLY Hair by Make up by ,1,0,0
Heading to the tonight ,1,0,0
"Caitlyn Jenner for Vanity Fair  Annie Leibovitz! How beautiful! Be happy, be proud, live life YOUR way! ",1,0,0
The interview for my Glamour cover is so me! I love that Alex Morris captured my personality so well! Was so honored to work with  Patrick Demarchelier. Hair by Oribe & Make up by James Kaliardos ,1,0,0
Glamour July 2015 Cover  Patrick Demarchelier ,1,0,0
I did a shoot yesterday and worked with one of my fave make up artists Jeanine Lobell & it reminded me of this shoot we did for Glamour about 5 years ago! I remember Kanye came to watch this shoot !  ,1,0,0
Wet ,1,0,0
Love this inside shot from We shot this in Malibu  ,1,0,0
Missing Brasil ,1,0,0
 ,1,0,0
New photo shoot alert!!!! Getting content ready for the new website!!! Launching this summer!!!! Loved working with  ,1,0,0
Ballet in Balmain ,1,0,0
I love coming home to GIVENCHY surprises!!!! Thank you & I love you!!! ,1,0,0
LOLZ ,1,0,0
Had to capture my blonde moment for   ,1,0,0
Vogue Brazil   ,1,0,0
"Happy Birthday So many years, so many memories! So happy to have you as a brother and friend! I love you!!!!! ",1,0,0
 ,1,0,0
Love ,1,0,0
Sexy ,1,0,0
I love this man so much! Happy Anniversary baby! ,1,0,0
Then we danced all night in the rain ,1,0,0
Fairytale ,1,0,0
Kisses ,1,0,0
Carriage ride at Versailles ,1,0,0
Bae in Paris  ,1,0,0
Lana  ,1,0,0
I'm feelin' our Margiela looks ,1,0,0
Welcoming speech! ,1,0,0
Happy  ,1,0,0
Memories from Versailles ,1,0,0
Seriously! ,1,0,0
Mingling ,1,0,0
Stepping into Versailles both in Margiela ,1,0,0
Pulling up to Versailles a year ago ,1,0,0
Group shot! ,1,0,0
The day before our wedding and threw us the most amazing brunch to celebrate & we are forever grateful for these memories! This was the best week of my life! ,1,0,0
No big deal!  ,1,0,0
Just a little stroll thru Valentino's garden ,1,0,0
Diamonds & Pearls ,1,0,0
Details... ,1,0,0
This is one of my favorite dresses ever!!!! This dress I have in my closet & it makes me happy every time I see it! Loved these heels ,1,0,0
Best Paris memories from last year ,1,0,0
Paris bachelorette vibes! ,1,0,0
I will never forgets last year at my bachelorette dinner all of the speeches from all of my best friends that came to Paris to celebrate! I love you all so much! ,1,0,0
My little butterfly ,1,0,0
Thank you for so many laughs! You will be greatly missed ,1,0,0
Couldn't be more excited to present the Media Award to Instagram's founder Systrom at the 2015 on June 1st! ,1,0,0
Kanye x Billboard Music Awards  ,1,0,0
Bubbles & Minnie Mouse kinda day! ,1,0,0
Minnie Mouse  ,1,0,0
Face painting at the farm today! ,1,0,0
YEEZUS!!!!!! ,1,0,0
Twins ,1,0,0
 San Francisco in my fave dress ,1,0,0
Bye Brazil! Thanks for the quick 24hour trip! ,1,0,0
Dr. Kanye West!!!!!!! I'm so proud of you baby & I know your mom would be so proud too!!!!  ,1,0,0
Getting ready for the launch of my new collection for C&A! ,1,0,0
"So I get to a restaurant in Sao Paulo & my husband had a string quartet waiting playing Sam Smith!!!!! Every single waiter who brought food said ""This is from Mr. West for the best mother in the world""! Seriously I have the best husband ever!!!! ",1,0,0
I got to my room in Brazil and my amazing thoughtful husband had the sweetest note with a couple thousand roses covering my entire suite for Mothers Day! I'm so sad I'm so far away on this day but happy we celebrated yesterday! I love you baby & North soooo much!!! ,1,0,0
I feel so blessed that my daughter gets to grow up knowing my amazing beautiful grand mother. Life is all about memories so take lots of pics and cherish all of the good memories! ,1,0,0
Everything I am I owe it all to you mom! Everything I will teach my daughter you taught me first! Thank you mom for being there for me & loving me unconditionally! I love you so much!! ,1,0,0
Happy Mother's Day to all of the beautiful mothers out there! ,1,0,0
Brazil...here we come!!!!!!! ,1,0,0
& I on set at an E! Shoot ,1,0,0
and I!!!! ,1,0,0
I remember this from Thailand ,1,0,0
"photo booth fun with about 5 years ago, the 1st time I dyed my hair blond ",1,0,0
& I doing press one morning ,1,0,0
I love my sibling selfies! I have tons in Selfish! I will post a few today! This was & I clubbing in La! ,1,0,0
Thanks to everyone who came out to support my LA book signing of Selfish! ,1,0,0
On my way to a book signing LA!!! Love this sketch from ,1,0,0
to when I was living at my moms last year & would waist train with my fave & steal clothes from closet! LOL ,1,0,0
So excited to be on Australia's Next Top Model TONIGHT on Fox8!! ,1,0,0
Best dressed list!!!! Thank you so much Vogue for this honor! ,1,0,0
My fave made the most beautiful sketch of Kanye & I last night at the Met! ,1,0,0
My book Selfish comes out today! I signed some copies this morning! I'm heading to Barnes & Noble now for a book signing! See you there! ,1,0,0
Thank you so much to everyone who made this look happen last night! Of course & for making me your 1st gown! What an honor! & for jewelry. Glam squad- Peter Savic for hair & Kanye wore Cavalli as well! ,1,0,0
With my idol  by Kanye ,1,0,0
Met x Kanye x ,1,0,0
I just love this girl  ,1,0,0
"This beauty, this icon! I'm so so happy I met her!!!! We spoke about our amazing Armenian journeys! And that Bob Mackie gown she wore to the Met 1974 ",1,0,0
Met Gala with and Cher!!!! ,1,0,0
Met Gala 2015 thank you for this gorgeous gown!!! ,1,0,0
Tonight's inspiration! Cher at the 1st ever Met Gala! I just met her and told her this photo was my inspiration for my dress tonight! She is so beautiful! So happy I met her! ,1,0,0
My 1st Met!!! ,1,0,0
Us last year ,1,0,0
Kendall and I last year at the Met ,1,0,0
"Last year getting ready for the Met Gala, I just started getting ready! Glam team on Fleek! ",1,0,0
who's ready?!?!?! ,1,0,0
Don't think I didn't put lots of sexy pics in my new book ,1,0,0
Fight Night! ,1,0,0
Love being in NYC! Looking thru my new book Selfish and loving this pic of Mason & I back in 2010 ,1,0,0
Do you guys remember this blue eyeshadow Emmy look from 2009? ,1,0,0
I sooooo remember this day I was shooting my Carl's Jr campaign & of course had to capture the moment ,1,0,0
I remember I just dyed my hair blonde and did a photo shoot with Nick Saglimbeni to remember this hair. It's one of my favorite shoots! came home and took some selfies ,1,0,0
I always loved taking pics at photo shoots. I remember this was at our Kardashian Tanning shoot in Malibu 2012 ,1,0,0
Bff selfie in 2011 ,1,0,0
Here's a really old selfie of and I in 2009 ,1,0,0
Since today I'm posting BFF selfies from my book I had to post this pic of my lifelong BFF Allison. I put her on blast a while ago posting her IG name but she really doesn't want to be in the mix so I'm not going to post too much about her lol But she's of course in my book! ,1,0,0
And this pic in 2010 I remember the outfit it was around my bday in NYC w I can always see a pic & be reminded of exactly what I was doing ,1,0,0
If I can remember correctly this pic of and I was from 2007 ,1,0,0
You too Remember this coral Herve dress for the Miami Dash opening in 2009 ,1,0,0
Over the years I took sooooo many selfies with my friends! might kill me for including this one in my book but I love capturing the memories! ,1,0,0
Here's a bedtime selfie from my book Selfish. It must really be a show off my ring selfie bc I still have all of my make up on! ,1,0,0
It was so hard going thru thousands of selfies for my new book Selfish & picking the ones I thought you guys would love the most! All week I'm going to be posting tons of selfies from my book! I have a collection of selfies for over a decade! Here's one of Kourtney & I years ago! ,1,0,0
Blonde hair don't care! ,1,0,0
Found these papers of me writing all of the captions and content for my new book SELFISH! ,1,0,0
"Airport vibes- Vetements sweatshirt, J Brand jeans, Tom Ford Boots ",1,0,0
[COOL] ,1,0,0
Saturday nights  ,1,0,0
It might not always be easy but we support you no matter what! Your honesty has opened the doors for others to be courageous and live an authentic life! ,1,0,0
"Love is the courage to live the truest, best version of yourself. Bruce is love. I love you Bruce. ",1,0,0
Thank you for the best wedding present! A custom bag by Olympia Le Tan ,1,0,0
"Today marks the 100 year anniversary of Armenian Genocide! I am proud to now say I have been to Armenia. I have seen the memorials and the people who survived and I am so proud of how strong the Armenian people are! I am saddened that still 100 years later not everyone has recognized that 1.5 million people were murdered. But proud of the fact that I see change and am happy many people have started to recognize this genocide! We won't give up, we will be recognized by all soon!  ",1,0,0
last night right before I fell asleep with all of my make up on grrrrrr ,1,0,0
last week in Armenia! Footsie with daddy! ,1,0,0
In honor of Earth Day here is my best plant selfie from my new book coming out May 5th!  ,1,0,0
Reunited and it feels so good ,1,0,0
Dinner at the Polo Bar with  ,1,0,0
I met this beauty last night! ,1,0,0
Glam team props! Wardrobe styling by Jenke. Dress Make up Hair ,1,0,0
So honored and proud that my husband and I are both on this years Time 100 list! Was a great event last night! ,1,0,0
Love this shot from the back ,1,0,0
Last night at the Time 100 Gala wearing Sophie Theallet and Kanye in Haider Ackerman ,1,0,0
About last night ,1,0,0
Oh just a few Time 100ers Kimye x x Hosain Rahman ,1,0,0
Craziest performance ever tonight at the Time 100 Gala ,1,0,0
Kiki + Koko ,1,0,0
Kourtney & I with our dad! ,1,0,0
Going thru pics and gonna post a few of Kourtney & I in honor of her birthday! ,1,0,0
Happy Birthday to my big sister You were always there for me to copy everything you did when we were kids and now you are there to teach me everything as an adult! You are the best mom and I'm so happy our kids get to grow up together as if they are siblings! I learn so much from you everyday! I Love you and I'm so proud you are my sister! Don't know what I would do without you! ,1,0,0
It's Time! ,1,0,0
Getting my touch ups for the launch party in Paris yesterday! ,1,0,0
Thank you to everyone who came out to support the launch of in Paris today!!!! I loved seeing you guys!  ,1,0,0
Bye Jerusalem ,1,0,0
 ,1,0,0
Good morning Jerusalem! We woke up really early to see the site where the crucifixion of Jesus Christ took place ,1,0,0
Thank you to everyone who came out last night to see Kanye perform! I've learned on this trip how many talented Armenian musicians we have! What an incredible night!!!! Going to miss it here!!!  ,1,0,0
"What a crazy night! Kanye wakes me up & says he's doing a free concert in Yerevan, Armenia! I throw on sweats & we head out! Thousands of people were there! Kanye jumped in swan lake to be closer to the crowd on the other side & so many people jumped in too! It was such an exciting crazy night! So happy I got to rock out with everyone in Armenia on our last night here!!!! ",1,0,0
An emotional day at the genocide museum.  ,1,0,0
Blessed ,1,0,0
"It was an honor to meet the Prime Minister of Armenia, Hovik Abrahamyan who expressed how proud they are that we are proud Armenians and we have not forgotten our roots! ",1,0,0
Khloe & I brought along our cousins Kourtni & Kara Kardashian. We miss you Krista! Yes we have 3 cousins who are sisters that all start with a K too! LOL ,1,0,0
Khloe & I visiting Mother Armenia yesterday. This statue reminds visitors of the strong female figures in Armenian history. I love how powerful women are and respected so much in our culture! ,1,0,0
Long hair don't care ,1,0,0
Turquoise vibes today ,1,0,0
My husband and daughter came to Armenia as well to see my heritage and learn about my ancestors! My cousins came along too! So excited I can't sleep ,1,0,0
Armenia we are here!!!!! We are so grateful to be here & start this journey of a lifetime! Thank you to everyone who greeted us! I can't wait to explore our country and have some yummy food!  ,1,0,0
There's nobody better! Eyebrows on fleek! ,1,0,0
"Happy Easter everyone! Easter has always been a big celebration in my family! I love this throwback of Kourtney, Khloe and me with our daddy in our front yard just finishing an Easter egg hunt! ",1,0,0
Fam bam ,1,0,0
I love my grandma!!!! ,1,0,0
Easter prep!  ,1,0,0
Wake up and smell the roses ,1,0,0
Back to my roots ,1,0,0
My RAD little nephew...Reign Aston Disick ,1,0,0
"I'm so excited to announce in my game! You better step your fashion game up, he's watching!!!! ",1,0,0
Northie was so proud of all of the eggs she found! She wouldn't stop talking about it all night!  ,1,0,0
My baby girl on the hunt for Easter eggs at the farm!  ,1,0,0
BFF'S! Ryan + North  ,1,0,0
An all new episode of Keeping Up With the Kardashians is on tonight 9/8pm c tune into E! ,1,0,0
Finding true loyal friends is rare! Hold on tight to the ones you love! ,1,0,0
Yaaassssss ,1,0,0
Sex & The City moment walking the sand dunes in Dubai ,1,0,0
"For your birthday I'm going to post some cute pics from our last Dubai trip! Fun Carla fact- she's a twin but her brother is born the day before her, so they have different bdays! ",1,0,0
"Happy Birthday to my one and only So many years as friends, so many memories! I love you so much!!! Living a world apart can't stop our bond! ",1,0,0
BTS of my Elle Shoot with wearing of course!!! ,1,0,0
I dyed my hair for fashion week and loved that I captured this blonde moment ,1,0,0
 Elle France ,1,0,0
 cover is out today!  Jan Welter   wearing ,1,0,0
I loved this shoot for Elle France Magazine on stands tomorrow! Glam- ,1,0,0
BTS Elle France Cover shoot ,1,0,0
Fittings ,1,0,0
Sunset at Bruce's never looked so good last night  ,1,0,0
I've known since high school. Anthony from the last pic since I was born! Love catching up with all of my friends this weekend ,1,0,0
Weekend vibes! ,1,0,0
Flashback to when Niccolo & I were going over new updates & additions in Kim Kardashian Hollywood. Tune in tonight to see it all ,1,0,0
"If only you guys knew the hard work it took to get these guys in my video game!!!!! Oh wait, you will see it all tonight on Keeping Up With The Kardashians! ",1,0,0
Beach Day ,1,0,0
On set a few days ago with the amazing Can't wait for you to see the projects we've been working on! ,1,0,0
My cuties! ,1,0,0
"My princess and I at the same age! North is seriously the sweetest, funniest girl I know!  ",1,0,0
Kourtney & Kim Taking Miami in 2007 ,1,0,0
Congrats baby on getting almost 5 million views for YEEZY SEASON1!!!! This is just the beginning!!! ,1,0,0
to last month at the Brit Awards ,1,0,0
Being blonde is a full time job! ,1,0,0
Tune into E! news today to find who our next cameo is for Kim Kardashian Hollywood game! Thanks & Niccolo DeMasi from Glu ,1,0,0
Happy Birthday to my one and only brother Robbie!!!! I remember this Vegas party of yours like it was yesterday! I love you so much and can't wait to share so many more memories with you! Kiki  Riki!!!!  ,1,0,0
Organizing & cleaning up before bed and waist training at the same time! Thank you to the one and only ,1,0,0
On set shooting a commercial for Kim Kardashian: Hollywood. Glam- ,1,0,0
New Avi Alert ,1,0,0
West Coast tune into E! keeping Up With The Kardashians starts soon!!! ,1,0,0
"I'm very proud of my whole family, we've kept it real for 10 seasons. We've opened up and shared our lives thru happy times, sad times, really devastating times and life changing times! We're so lucky we have each other to be there and support one another and root for each other! Thank you for watching our home movies and supporting us, because of you we are at season 10! ",1,0,0
to last week in Paris ,1,0,0
Channeling my inner Elsa for North  ,1,0,0
PFW VIBES ,1,0,0
"Yesterday's look- my new obsession is this Givenchy fur coat!!! Wolford sheer turtleneck, Proenza skirt & Givenchy boots ",1,0,0
Another all Givenchy look for Paris Fashion week! ,1,0,0
I love this all Givenchy look! Men's shirt and blazer with a skirt & bodysuit and my new favorite boots! ,1,0,0
At the Louis Vuitton Show with ,1,0,0
Louis Vuitton show ,1,0,0
The secret garden ,1,0,0
Yesterday was magical ,1,0,0
Romantic day with my husband outside of Paris ,1,0,0
Morning  ,1,0,0
All Ye ,1,0,0
Growing up on a Tuesday... Happy Birthday LOVE YOU so much!!!!! ,1,0,0
Not insecure at all standing next to these super models  ,1,0,0
New tat alert ,1,0,0
The Louis Vuitton Don finished his run of 4 shows at the Louis Vuitton Foundation! sooooo proud! Best crowd ever!!!!  ,1,0,0
Givenchy flow x Givenchy show x Givenchy head to toe ,1,0,0
Givenchy Show ,1,0,0
Congrats on the most brilliant show! ,1,0,0
 ,1,0,0
Kisses and cuddles ,1,0,0
Reading books before bedtime! ,1,0,0
It's hard to describe how cool this looked! These pics show a little glimpse ,1,0,0
Waterfalls x Runaway x Surround Vision ,1,0,0
Kanye performing at the Louis Vuitton Foundation Frank Gehry Museum last night  ,1,0,0
PFW Vibes  ,1,0,0
Watching Bae perform tonight at The Louis Vuitton Foundation/ Frank Gehry Museum ,1,0,0
Je t'aime mon amour  ,1,0,0
Secrets ,1,0,0
Lanvin show glam- Make Up Hair ,1,0,0
Blonde book ends at the Balmain after party!!! ,1,0,0
Congrats on a fab show!!!!! ,1,0,0
After party look! This all beaded fringe dress was insane!!!!! ,1,0,0
 ,1,0,0
Blonde hair don't care!  ,1,0,0
Balenciaga show tonight ,1,0,0
Paris Pandemonium ,1,0,0
Stay tuned... ,1,0,0
So lucky to have these fun new memories in Paris ,1,0,0
Blonde at Balmain ,1,0,0
So I went platinum!! I have the best team! Thank you to for being my inspiration and introducing me to who cut my hair & put this team together! Thank you who dyed my hair & got this color in one try! Not an easy task! ,1,0,0
And so it begins....Paris Fashion Week ,1,0,0
Anyone who knows me knows short nails are my thing but I had to try long nude nails for Paris Fashion Week! They might just stay ,1,0,0
Oh hi girls! Welcome to my world! Get the new update of my game and see ,1,0,0
Digital Doll! Thanks Ad Week for recognizing my video game app for your mobile issue! ,1,0,0
My video game came to life ,1,0,0
"Ad Week cover. Loved shooting this!!! Thanks for make up, for hair & for styling it in all ",1,0,0
This sums up the night. Napa. Blurry. Photo booth. ,1,0,0
Why are all of pics blurry from last night lol ,1,0,0
Happy Birthday Love you  (why is your party in February when your actual bday is in December? LOL) ,1,0,0
Getting tips from the man himself ,1,0,0
I'm in love with the Koko ,1,0,0
Kiki & Koko adventures in Napa ,1,0,0
Ummm what is he showing me lol ,1,0,0
Old school Kimye ,1,0,0
He got it on his wrists instead. His mothers birthdate and North's birthdate in Roman numerals ,1,0,0
four in the mornin' and he's zonin' ,1,0,0
27 mil!!!!! Thank you so much!!!! I love you all!!!!!  ,1,0,0
Posing for bae  This is what we do when we're bored shopping and no ones around ,1,0,0
Waiting on bae shopping.... ,1,0,0
"Last nights look- jumpsuit, choker by Lucien Campbell London, Alaia boots! Make up Hair ",1,0,0
Giancarlo  you!!!!!!! ,1,0,0
K' and Tay and Bae ,1,0,0
K's and Tay ,1,0,0
Late night studio support.... ,1,0,0
 & I miss you ,1,0,0
Britt Awards!!! ,1,0,0
I love that I got to introduce my husband and present my friend Sam Smith the global success award! But 1st let me take a selfie.... ,1,0,0
This performance of All Day was so turnt!!!!!!!  ,1,0,0
Kanye performing All Day with the squad at the Brit Awards!!! Such a sick performance!  ,1,0,0
Ugh I hate falling sleep with all of my make up on! ,1,0,0
Congrats baby!!!! ,1,0,0
BET Honors is on tonight! 9/8pm c ,1,0,0
Happy Birthday Daddy ,1,0,0
Thank you God for watching over us and keeping us safe  ,1,0,0
Happy Birthday to my BFF Love you!!!! ,1,0,0
Nighty night ,1,0,0
Emergency contact: Relationship to patient?... BFF! Right ,1,0,0
Skiing sisters  ,1,0,0
Instagramming from the slopes!  ,1,0,0
I love this pic from yesterday's Ralph Lauren show and Kanye meeting his fashion idol! ,1,0,0
"I loved the simple glam from this day, especially the new short hair! ",1,0,0
had to post this pic also bc this angle is everything!!!!! ,1,0,0
I never posted these pics during Grammy weekend! Thank you for this insane red outfit!!! ,1,0,0
I love seeing these! This side by side of North & I at the same age! Thanks to whoever made it! ,1,0,0
to working with my bestie ,1,0,0
Found this pic while unpacking! It's from 2006 in Ibiza. Happy belated birthday ,1,0,0
I love fan art!!!!! This recreation of my LOVE magazine cover is super dope! Thank you ,1,0,0
Too cute! Love your version of my Vogue Australia shoot ,1,0,0
Thank you for making this! I love it! Xo ,1,0,0
Wolfie ,1,0,0
Wolves ,1,0,0
Party time excellent!!!! ,1,0,0
Vic x Kanye x Sia = Wolves SNL 40 ,1,0,0
Iconic moment!!! Kanye SNL ,1,0,0
Does it get any cuter?!?!?!?! ,1,0,0
Last night wearing Alexander Wang head to toe! I loved his show last night!!! Such a great collection! ,1,0,0
She makes him smile...Thank you for this outfit you made for North!!!! ,1,0,0
Kanye gave Dave the shoes off his feet ,1,0,0
Chapelle Show ,1,0,0
 ,1,0,0
VDay Love  ,1,0,0
 She loves her Valentine 's Day present!  ,1,0,0
My valentine went to this morning to surprise a few fans with new pairs of One of the many reasons why I love him ,1,0,0
Sisters in the city ,1,0,0
Yeezy vibes ,1,0,0
Yeezy x Adidas ,1,0,0
Front page of style.com!!!!!! ,1,0,0
YEEZY FRONT ROW ,1,0,0
Playing around before the show starts ,1,0,0
Backstage at the Yeezy show!!!!! So proud of my baby!!!! This moment is here!!! He has worked so hard on this collection!!! Adidas x Yeezy!!!! Kylie x Kim x Kanye x Anna ,1,0,0
My look for the Yeezy show!!!!!! Yeezy head to toe!!!!! ,1,0,0
"Last nights look- Calvin Klein top & skirt, Givenchy coat, Manolo heels ",1,0,0
On our way to our launch party!!! ,1,0,0
quick glam and a snuggle before event ,1,0,0
"Today's look- Lanvin dress, Lanvin coat, Louboutin heels ",1,0,0
 YEEZY ,1,0,0
WAIT WHAT?!?!?! HOW HOT ARE MY SISTERS!!!!!!!! OMG I NEEDED TO POST SOME GORGEOUSNESS THIS MORNING!!!!!  ,1,0,0
Had to repost this pic from Such a good performance!!! This song is my current mood right now  ,1,0,0
"Today's vibes- Faith Connexion pants, House of London top, Lanvin coat, Giuseppe Zanotti boots ",1,0,0
After the show its the after party!!!! Loved visiting Koko on the job! ,1,0,0
My baby went backstage to get ready to perform so I sat and posed ,1,0,0
We seriously had a good time at The Grammys ,1,0,0
Walking into the Grammys last night! Thank you Jean Paul Gaultier for this stunning couture gown! And Thank you Balmain Paris for Kanye's look! ,1,0,0
Paul McCartney x Kanye West x Rihanna performing Four Five Seconds! So proud to see my baby back on stage at the Grammys after 6 years!!!! ,1,0,0
 Only One  at the Grammy's! ,1,0,0
I love my glam squad!!!! Without them all of this isn't possible! Thank you I love u guys! ,1,0,0
 these two!!!!! ,1,0,0
This is the Beck won that award face?!?!?! ,1,0,0
Yeezy put me in charge of the fam distribution ,1,0,0
I cut my hair short today. ,1,0,0
Nothing butt Prada ,1,0,0
Hope floats ,1,0,0
Casual stretch ,1,0,0
Locked inside a bedroom at motel 6 blasting Madonna Erotica on repeat and rolling around in a custom Prada bodysuit at 2am ,1,0,0
Me & bae by the pool ,1,0,0
Today's photo shoot vibes. ,1,0,0
I'm throwing this way the fuck back Thursday ,1,0,0
  my princess ballerina baby  ,1,0,0
Morning piano session  ,1,0,0
My tiny dancer ,1,0,0
Let's go... ,1,0,0
LOVE & LIGHT ,1,0,0
At the zoo with my boo and my baby boo ,1,0,0
Before the Super Bowl we took a trip to the zoo  ,1,0,0
I took this pic in Thailand last year. Get more exclusive pics at KimsDataStash.com ,1,0,0
Love this pic from Kanye's performance in Phoenix over the weekend at the Direct Tv party! ,1,0,0
I have something special for you guys! Go to KimsDataStash.com LINK IN MY BIO ,1,0,0
Who just saw my TMobile commercial!!!! So exciting!!!  ,1,0,0
Finishing touches by my new make up artist ,1,0,0
Mommy getting ready for the Super Bowl! ,1,0,0
Really though? ,1,0,0
Last nights glam- ,1,0,0
About last night. ,1,0,0
Double date at the Waffle House ,1,0,0
It's going up....on a Saturday  ,1,0,0
My snuggle bear ,1,0,0
I don't know if she's annoyed with my million daily kisses or my alien face  ,1,0,0
[UP!] ,1,0,0
"Yesterday's vibes- Celine coat, I sewed on a vintage fur, vintage Alaia bodysuit, Balmain skirt, Guiseppe Zanotti boots ",1,0,0
POTUS ,1,0,0
I know I'm not the only one.... ,1,0,0
Cause you're all I need  ,1,0,0
We sang all night long!!!  ,1,0,0
Sam Smith concert!!!! ,1,0,0
Kim x Shelli x Sam ,1,0,0
Our Kardashian Beauty Hair products have launched!!! Go to Ulta.com LOVING all of your feedback so far! We worked so hard on this and I know you will all love it!!! Xo ,1,0,0
"Last nights look- Kardashian Kollection grey top and skirt, Lanvin coat, Saint Laurent pumps. Glam ",1,0,0
Last night dinner with the Lord ,1,0,0
Sammy  ,1,0,0
Today's essentials- ,1,0,0
Malibooya ,1,0,0
That's a wrap! ,1,0,0
Balmain ,1,0,0
Break time ,1,0,0
Olivier x Kanye x Kim ,1,0,0
This shoot was so much fun! Getting to work with my husband and my good friend ! How did I get so lucky! ,1,0,0
Almost ready.... ,1,0,0
We were making it fit! ,1,0,0
He's happy about this look!  ,1,0,0
Fitting with ,1,0,0
Always on my phone! ,1,0,0
Then things got really serious ,1,0,0
Here are some behind the scenes of our Balmain ad campaign shoot in NYC! This is me & discussing some looks before the hair & make up began ,1,0,0
This was probably my most fun interview for Thank you I really hope our jokes come out normal when seen on paper lol ,1,0,0
Bye DC! ,1,0,0
Need to do a contour tutorial with Mario soon! ,1,0,0
"When Kylie texts me saying she loves my look last night, I know I've made it! Lol this post is for her. For the glam breakdown go to ",1,0,0
Thank you & for this amazing dress!!!! ,1,0,0
I wish this pic wasn't blurry. ,1,0,0
Tonights glam- Make Up Hair ,1,0,0
Family First ,1,0,0
